fey feymu müten ta manküwüluukelu ta iñchiñ;en esa ocacion nosotros nos saludamos;In that occasion we greet each other;;;
fey taiñ chau tañi eleteu tüfachi lelfünmu;es el padre quien nos dejo en este campo;It is the father who leaves us in this field;;;
tüfachi mapumeu;en esta tierra;In this earth;;;
kidu tañi duamngata mongeltuliyiñ;vivimos gracias a el;We live thanks to him;;;
kidu tan duamnga;gracias a el;thanks to him;;;
kiñe puliwen peyiñ antü;una manana vemos el sol;A tomorrow we see the sun;;;
kiñe puliwen ngütramkayiñ domo che;una manana conversamos a las mujeres;A tomorrow we talked to women;;;
ngütramkawiyiñ chaumu;nos conversamos por el padre;We talk about the father;;;
ngütramkawiyiñ püñeñmu;nos conversamos por el hijo;We talk about the son;;;
akintuyiñ antü;miramos el sol;We looked at the sun;;;
kom mawida pürakintupayiñ;miramos los montes hacia arriba;We look up the mountains up;;;
chau dios tañi duamnümuam peñi;y no es por la causa de dios hermano;And it is not for the cause of God brother;;;
feley  peñi feley  tati;asi es hermano asi es;That's how brother is like this is;;;
eymi ngünenmu ta wünenkülelu ka;como usted es el mayor;As you are the greatest;;;
füta dungumu  ta witrañpüramnieymi;mantienes de pie algo muy grande;You keep something very big;;;
feymu tati manelpiyu;por eso confiaba en ti;That's why I trusted you;;;
ngütramkameafiñ ñi peñi pipen;ire a conversar a mi hermano dije;I will go to my brother I said;;;
welu kümelkey kümelkamekekeürkimün tati;pero lo estan haciendo bien pues;But they are doing it well then;;;
feley peñi femekekiyiñ;asi es hermano lo hacemos;This is brother we do it;;;
rüftu tati tami pipel;es cierto lo que dices;it is true what you say;;;
fey;asi es;that's how it is;;;
ngünechenmu llenoanta;porque hacia dios;Because God;;;
ta püwüluuküleyiñ fillantü;nos hacemos llegar todos los dias;We get every day;;;
iñchiñ feymu ta mongeleyiñ ka;nosotros vivimos por el;We live for him;;;
feley  peñi;asi es hermano;that is right, brother;;;
rupakey ta pukem;han pasado inviernos;Witters have passed;;;
akukey  ta kümeke antü;han llegado dias buenos;Good days have come;;;
walüng kom;cocecha todo;Cook everything;;;
ngünechen tañi pielmu ta;como dios lo quiere;As God wants;;;
femngechi  rupalekey  dungu tati peñi;pasan las cosas pues hermano;Things happen because brother;;;
fey tüfamu ta iñchiñ ta;entonces aqui nosotros;So here we;;;
chumafuyiñ ñam pikeyiñ;que le vamos a hacer decimos;What are we going to do;;;
ta feyta fey taiñ femkunueteu ta chau dios;es porque asi nos dejo el padre dios;It's because that's how the Father God left us;;;
feyta pukem pikefiyiñ;entonces el invierno le decimos;So winter we say;;;
ta puken feytamu ta pütrü alükey  taiñ pukem ka peñi;aqui el inverno es largo pues hermano;Here the winter is long then brother;;;
alün küyen;varios meses;Several months;;;
kayu küyen ta sufrilkeyiñ ta tüfamu tati;varios meses sufrimos aqui pues;several months we suffer here then;;;
piren mawün;lluvia de nieves;Snow rain;;;
kürüfkey kiñekemu;a veces hay mucho viento;Sometimes there is a lot of wind;;;
ka kiñekemu peñi;y a veces hermanos;And sometimes brothers;;;
fey apümuukeyiñ ta kachumu;se nos acaba el pasto;The grass ends us;;;
ka fey re  killiñmuam mülelu iñchiñ;como tambien vivimos de los animales;As we also live from animals;;;
pichike kiñeke nieyiñ yüfüm ta kulliñ;algunos tenemos unos pocos de animales;Some have a few of animals;;;
tüfey kachu ta müley;entonces cuando hay pasto;So when there is grass;;;
feyta mongeluupukefuy;entonces sobreviven;Then they survive;;;
ka mülelay ta kachu;y cuando no hay pasto;And when there is no grass;;;
wardangelay ta kachu mongelay;no se guerda el pasto no viven;Does not war the grass do not live;;;
fey müten ta sufrikiyiñ;eso no mas sufrimos;That is no more suffering;;;
kutrankaukülekeyiñ ta kayu küyen;nos sacrificamos los seis meses;We sacrifice the six months;;;
ta pukemmu;en el invierno;in winter;;;
ta tüfa pirenmu;y aqui cuando nieva;And here when it snows;;;
pütrükekey  ta piren ta;la nieve alcanza una buena altura;The snow reaches a good height;;;
feyti eymün fill tripantu anta llellipukeymün peñi tüfa;y aqui ustedes hermanos ahora todos los anos ruegan a dios;And here you brothers now all the years pray to God;;;
fill tripantu may;si todos los anos;If all the years;;;
epuchi niekefiyiñ peñi;lo tenemos dos veces hermano;We have it twice brother;;;
feyta fütrakuyfi taiñ ta ketroleyiñ;entonces estamos mudos desde mucho antes;So we are silent long before;;;
ta rompekey taiñ ketroleyiñ;rompio nuestro silencio;I break our silence;;;
feyta wallpüle pu peñi pepayiñmu;entonces nos vinieron a ver hermanos de todas partes;Then they came to see brothers everywhere;;;
akuy longko;llegaron lonkos;Lonkos arrived;;;
fill  pu peñi ta akuy;llegaron distintos hermanos;Different brothers arrived;;;
wingkaymau akuy;hasta chilenos llegaron;Even Chileans arrived;;;
kom ta pengepayiñ;a todos nos vinieron a ver;They all came to see us;;;
pütrün che peyiñmu;nos vio harta gente;He saw us fed up people;;;
ayuda ta puufuy    feychi;esa vez habia llegado ayuda;That time I had arrived help;;;
feychi chongümelngepayiñ kellu taiñ ketroleyiñ;esa vez nos apagaron el silencio;That time they turned off the silence;;;
akuy ta machi kümeke kimlu;llegaron machis que saben harto;Machis arrived who know fed up;;;
kümeke longko;buenos lonkos;Good lonkos;;;
kümeke machi ta akuy;llegaron buenas machis;Good machis arrived;;;
ngillatupay;hicieron rogativas;They made rogatives;;;
weyalkamekekimün ta tüfa ta peñi pingepayiñ;creo que estaban haciendo cosas malas hermanos los dijeron;I think they were doing bad brothers, they told them;;;
lamngen püwüluukepeafuymün chau dios mu;hermanos no se hacen llegar hacia dios;brothers do not get to God;;;
mal portalepelaymün pipayiñmu taiñ pu peñi ka peñi;se deben estar portandose mal hermanos nos dijeron pues hermano;They must be carrying bad brothers, they told us as brother;;;
aa mapuche kuyfi;aa antes los mapuches;aa before the Mapuches;;;
tañi llellipuken ngünechenmu pingey;que se hacia llegar hacia dios dicen;that he did to God say;;;
femkepelay peñi;habran hecho eso hermano;They will have done that brother;;;
feley feliy;asi es asi es;so it is so;;;
fütra kuyfi ta elngerpay;mucho antes que lo dejaron;long before they left him;;;
tüfa tati ngellipun ta pütra kuyfi elngey;esto de las rogativas lo hicieron mucho antes;This rogative did it long before;;;
tüfa ta kimpafiñ kay iñche;y esto vine aconocer yo;And this came to go;;;
melike melimari kayu tripantunenta;de los cuarenta y seis anos que tengo;of the forty -six years that I have;;;
ta tüfa feyta kimpan;esto lo vine a conocer;This came to know;;;
feyta deü mülekey;entonces esto ya existia;So this already existed;;;
feymu ta nerpuy tañi üy ka fey tati kasike;por eso ahora tiene el nombre del cacique;That is why now it has the name of the chief;;;
kuyfi fütra kuyfi mülechi kasike;un cacique de mucho antes;A cacique long before;;;
feyta bernardo ñanco pingekefuy;se llamaba bernardo nanco;His name was Bernardo Nanco;;;
ka fey taiñ mapu ta elurpuy;tambien dejo sus tierras;I also leave their lands;;;
feychi üy ta müley ta tüfa;ese nombre tiene esto ahora;That name has this now;;;
pikey taiñ chau;dice mi padre;My father says;;;
ta tüfa feyta iñche kimlafiñ;aquel yo no lo conozco;I don't know that I know;;;
fey epu bernardo ñanco;son dos bernardo nanco;They are two Bernardo Nanco;;;
kimüymamepafiñ ñi üy;que alcance a conocer su nombre;What can you know your name;;;
pikikay ñi chau tüfa tati;dice mi padre aqui;My father says here;;;
kangelu feyta kimfiñ;el otro yo lo conozco;The other I know;;;
feyta carlo ñanco marivil pingey;aquel se llama carlo nanco marivil;That is called Carlo Nanco Marivil;;;
fey tati feyti ka amutuy;aquel entonces tambien se fue;That then also left;;;
mapungetuyngün tati kom engün;ahora son todos tierras;Now they are all lands;;;
akorda nekefiyiñ;lo recordamos;We remember it;;;
feychi tripantu ñangümtuyiñ;en ese ano lo perdimos;In that anus we lost it;;;
küla tripantuchi meli tripantuchi;tres anos o tal vez cuatro;three years or maybe four;;;
ñangümtuyiñ ta ngellipun;perdimos las rogativas;We lost the rogatives;;;
ngütramkautuyiñ;despues nos conversamos;Then we talk;;;
ta traftu trawüluutuyiñ ta rewemu;nos juntamos todos en el rewe;We all get together at the Rewe;;;
püllimu feyta chumayiñ anta tüfa;y ahora aqui que hacemos nosotros;And now here we do;;;
iñanta wünekontuafuy piwüyiñ ka peñi;quien puede dirigir nos dijimos pues hermano;Who can lead we told ourselves, brother;;;
welu eymün ta;pero ustedes;but you are;;;
kiduengü 1kisuengün ta mapuluuluengün welu;cuando ellos estaban bajo tierra;When they were underground;;;
femtretülüwürkelaymün;ustedes no dejaron de hacerlo;You did not stop doing it;;;
witrañpüramnerkimün ta kümeke dungu  tati;mantienen de pie las cosas buenas;They stand good things;;;
feley peñi ta witrañpüramnefiyiñ tati;asi es hermano lo mantenemos de pie;This is brother we keep it standing;;;
epuchi ta niekeyiñ ngellipun;dos veces tenemos rogativas;Twice we have rogatives;;;
tüfa ta kechu konchi septiembremu;ahora el cinco de septiembre;Now September 5;;;
niekefuyiñ;habiamos tenido;we had had;;;
ka tüfa ta püwülüwayiñ ta;y ahora nos haremos llegar;And now we will arrive;;;
epu antayiñ ta ngellipun ka peñi;durara dos dias la rogativa;DAS THE ROGATIVE DAS;;;
feytichi llellipunmu  chempikeymün;que dicen en esa rogativa;What do they say in that rogative;;;
tüfey tañi eymün ta ngünechen engu ta ngellipulelkefimün;ustedes ruegan a dios;You pray to God;;;
mañumtun kam ta llellipun;es para agradecer o para pedir;It is to thank or ask for;;;
taiñ soy küme amuleam antü;para que sigan mejores dias;To continue better days;;;
chem ngellipukeymün feychi antümu eymün;que es lo que ruegan en ese dia ustedes;What do you pray on that day;;;
feymu ta ngellipukeyiñ;en eso rogamos;In that we pray;;;
taiñ küme taiñ rüpayal taiñ pukem;que pasemos bien el invierno;that we have good winter;;;
pikefuyiñ ka peñi;decimos pues hermano;We say brother;;;
ngellipuliyiñ pikefuyiñ ta chau dios;estamos rogando le decimos al padre dios;WE ARE PLAYING WE SAY THE GOD GOD;;;
küme pukem ta elumuayiñ;denos un buen invierno;Give us a good winter;;;
küme antü ta elumuayiñ;denos mejores dias;Be better days;;;
kom ta küme trekayawayiñ;que todos andemos caminando bien;that we all walk well;;;
mongelerpuayiñ ñi puche pikeyiñ;que sobrevivan nuestragente le decimos;that survive our tell you;;;
ka kulliñ nieliyiñ;y si tenemos animales;And if we have animals;;;
kiñe kulliñ küme mülepe;un animal que este bien;an animal that is fine;;;
küme mongelepe pikeyiñ ka peñi;que viva bien decimos pues hermano;Long live well we say therefore brother;;;
kachupe taiñ mawida pikeyiñ;que tenga pasto nuestro monte decimos;Have our mountain we say;;;
ka küme rulpa antüleyiñ;y que pasemos bien los dias;and that we have fun the days;;;
ta mülekinolpe ta fill  dungu;que no existan cosas malas;that there are no bad things;;;
wariameu wedake dungu konpakilpe;que no dentre las cosas malas del pueblo;that does not dentre the bad things of the people;;;
kütral famkonpakilpe;que no se acerque el fuego;that the fire does not come;;;
faupüle famentulmuyiñ chau dios;protegenos de eso por aqui padre dios;Protects of that here Father God;;;
pikonlekiyiñ ka peñi;decimos pues hermano;We say brother;;;
feyta ngillatukiyiñ ta femngechi;entonces pedimos de esa manera;So we ask that way;;;
tamün  lofmeu  itrokommu konkeymün  tüfey;aqui en tu lugar todos participan;Here everyone participates;;;
kom konkelayiñ peñi;no todos participan hermano;Not everyone participates brother;;;
tüfayam ka kaley;ahora es distinto;Now it is different;;;
ta tüfa wingka ngütram ta müley;ahora hay cosas de chilenos;Now there are Chilean things;;;
ka müley  ta ka;tambien hay;there's also;;;
tüfa tati feyta;ahora entonces;now then;;;
feyta konwekelayngün tüfamu;ya no participan aqui;They no longer participate here;;;
ta iñchin ta müfülewiyiñ müten;nosotros somos unos pocos;We are a few;;;
taiñ witrañpüramnel tüfa;para mantener esto de pie;To keep this standing;;;
newentulen ka peñi;me esfuerzo pues hermano;I effort me as brother;;;
kakelu ta ka rüpü inay;los demas siguen otros caminos;others follow other paths;;;
feyta akuweketulayngün ka;entonces no llegan mas pues;Then they don't arrive anymore,;;;
famkonpaweketulayngün;ya no se acercan;They no longer approach;;;
duamweketulayngün;ya no quiren mas;no longer;;;
llikan reke ta fantrekankiayauketuyngü kañpüle;como asustados andan en grupos en otras partes;As scared they walk in groups in other parts;;;
amuyauketuyngün;andan vagando;They walk;;;
kom ta mülefuy;todo lo que hay;everything there is;;;
tüfachi kom ta mapuchefelengün;aqui  todos son mapuches;Here are all Mapuches;;;
kom ta mülefuy tüfachi komunidamu engün;todos los que estan en esta comunidad;All those in this community;;;
kiduengün ta duamtuwetulayngün ka peñi;ellos ya no lo quieren pues hermano;They don't want it anymore, there was brother;;;
duamwetuwetulayngün ka;ya no lo quieren pues;They don't want it anymore then;;;
dumtukelayngün feychi dungu;no quieren esas cosas;They don't want those things;;;
ka re  wingka dungu;tambien puras cosas de chilenos;Also pure Chilean things;;;
feymu ta doy kümetuay;en eso estara mejor;That will be better;;;
doy petuayiñ ta ka kimün pikeyngün ka;veremos mas sabiduria dicen pues;We will see more wisdom then say;;;
yafkatukepelayngün ka kiñekemu peñi;a veces tambien se pelearan hermanos;Sometimes brothers will also fight;;;
feyta ngünechenam ellu feychi dungu;como dios dejo esas cosas;As God I leave those things;;;
iñchiñamta;porque nosotros;Why we;;;
petu akunolu wingka;aun cuando no llegaban los espanoles;even when the Spanish did not arrive;;;
ta kimfilu  ngünechen;cuando conocimos a dios;When we met God;;;
ka taiñ llellipukefiel;tambien que le rogamos;also that we pray;;;
iñchiñam asümelngepanulu tüfa;a nosotros no nos vinieron a ensenar esto;They did not come to teach this;;;
